longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.23,32.73,44,1168,263,509,256,2.7273,269700,NEAR OCEAN
-117.23,32.72,43,952,209,392,210,2.1635,244200,NEAR OCEAN
-117.23,32.74,44,1404,229,513,217,4.1806,263800,NEAR OCEAN
-117.24,32.74,43,2216,375,918,388,5.5289,297700,NEAR OCEAN
-117.24,32.73,37,2260,354,809,351,5.9113,388300,NEAR OCEAN
-117.23,32.73,36,2052,287,699,265,7.5557,441400,NEAR OCEAN
-117.23,32.72,38,2827,581,972,558,3.2361,500001,NEAR OCEAN
-117.24,32.71,32,4164,701,1277,607,6.6661,500001,NEAR OCEAN
-117.24,32.72,39,3089,431,1175,432,7.5925,466700,NEAR OCEAN
-117.24,32.72,39,3819,594,1361,583,6.6013,396400,NEAR OCEAN
-117.25,32.73,38,1840,291,633,283,4.9125,383600,NEAR OCEAN
-117.25,32.72,36,2632,450,2038,419,6.5319,345800,NEAR OCEAN
-117.25,32.72,33,1677,228,629,239,6.597,496400,NEAR OCEAN
-117.25,32.73,37,2224,331,821,341,6.3331,400000,NEAR OCEAN
-117.28,32.73,44,1934,325,783,316,4.8684,358600,NEAR OCEAN
-117.28,32.74,33,4168,1112,1785,984,2.7515,247700,NEAR OCEAN
-117.25,32.74,36,3548,956,1648,866,2.6962,288200,NEAR OCEAN
-117.25,32.74,36,1830,430,755,419,2.9904,286800,NEAR OCEAN
-117.25,32.74,40,2186,549,953,515,2.8007,257100,NEAR OCEAN
-117.24,32.74,44,1686,285,712,298,4.0268,298600,NEAR OCEAN
-117.24,32.74,44,1488,259,667,281,4.0862,321800,NEAR OCEAN
-117.25,32.73,39,1688,256,635,272,4.5938,367400,NEAR OCEAN
-117.23,32.75,5,1824,,892,426,3.4286,137500,NEAR OCEAN
-117.23,32.75,21,2050,608,1131,550,2.4779,165000,NEAR OCEAN
-117.23,32.74,16,735,139,299,134,4.6354,179200,NEAR OCEAN
-117.23,32.74,16,1953,404,798,385,4.8167,169800,NEAR OCEAN
-117.23,32.74,35,2615,525,1312,547,4.1339,238200,NEAR OCEAN
-117.24,32.74,45,1718,293,757,329,4.05,284900,NEAR OCEAN
-117.24,32.75,36,2831,669,1279,660,2.9896,252700,NEAR OCEAN
-117.24,32.75,36,1856,475,822,416,2.3042,220600,NEAR OCEAN
-117.24,32.75,41,1989,514,1015,489,2.79,226000,NEAR OCEAN
-117.25,32.74,36,1240,310,577,319,2.6625,248200,NEAR OCEAN
-117.25,32.75,32,3551,1037,1731,935,2.2017,208300,NEAR OCEAN
-117.25,32.75,36,1929,526,974,491,1.7622,205800,NEAR OCEAN
-117.24,32.75,33,1980,614,1057,567,2.2042,231300,NEAR OCEAN
-117.25,32.75,37,1189,377,645,377,2.4672,216700,NEAR OCEAN
-117.28,32.75,34,981,313,508,304,2.2328,266700,NEAR OCEAN
-117.25,32.79,37,1467,442,651,354,2.375,340400,NEAR OCEAN
-117.25,32.79,43,906,240,458,205,1.8365,328600,NEAR OCEAN
-117.25,32.78,36,1527,427,710,312,2.7857,291700,NEAR OCEAN
-117.25,32.78,21,1479,484,658,384,2.45,350000,NEAR OCEAN
-117.28,32.77,38,1267,340,442,250,4.3403,500000,NEAR OCEAN
-117.25,32.77,32,2021,524,973,485,3.18,362500,NEAR OCEAN
-117.25,32.77,35,2494,690,1126,624,4.0313,385300,NEAR OCEAN
-117.25,32.76,38,2331,493,836,433,4.9125,452600,NEAR OCEAN
-117.22,32.78,22,2020,466,1010,429,3.4527,175000,NEAR OCEAN
-117.23,32.79,23,2578,665,989,622,3.5484,238000,NEAR OCEAN
-117.23,32.79,28,2453,648,1082,617,3.625,266700,NEAR OCEAN
-117.23,32.78,35,1649,355,746,360,4.6293,356500,NEAR OCEAN
-117.24,32.78,44,2172,431,892,420,4.1742,342200,NEAR OCEAN
-117.24,32.79,17,1149,266,403,228,4.1652,241700,NEAR OCEAN
-117.24,32.79,18,2539,616,964,526,3.4306,275000,NEAR OCEAN
-117.24,32.79,20,961,278,525,254,3.1838,245800,NEAR OCEAN
-117.24,32.79,25,2135,691,566,320,2.6902,212500,NEAR OCEAN
-117.24,32.79,18,1741,602,508,283,3.2625,193800,NEAR OCEAN
-117.21,32.8,19,786,282,525,229,1.7273,137500,NEAR OCEAN
-117.22,32.8,23,1906,525,1029,491,2.93,183300,NEAR OCEAN
-117.23,32.8,22,2981,873,1751,745,2.3482,190600,NEAR OCEAN
-117.23,32.8,27,1297,355,776,337,2.4643,244400,NEAR OCEAN
-117.23,32.81,28,1508,263,996,267,3.8026,270000,NEAR OCEAN
-117.22,32.81,21,1703,335,902,369,3.7813,362500,NEAR OCEAN
-117.25,32.8,37,1096,260,490,267,3.2663,270600,NEAR OCEAN
-117.25,32.8,32,1601,468,731,429,2.5568,258300,NEAR OCEAN
-117.25,32.8,30,2061,631,1007,577,2.5813,253100,NEAR OCEAN
-117.25,32.8,31,2182,630,1069,599,2.9781,212500,NEAR OCEAN
-117.25,32.79,27,848,300,455,298,3.0774,275000,NEAR OCEAN
-117.25,32.79,25,1627,375,735,378,3.6429,317100,NEAR OCEAN
-117.28,32.8,20,1838,540,615,325,3.5486,193800,NEAR OCEAN
-117.23,32.8,21,2429,579,1011,538,3.225,229400,NEAR OCEAN
-117.23,32.8,31,1403,388,724,371,2.6403,216100,NEAR OCEAN
-117.23,32.8,28,3379,918,1849,849,3.0293,241700,NEAR OCEAN
-117.24,32.8,26,3433,873,1492,798,2.9258,234800,NEAR OCEAN
-117.24,32.8,28,1072,331,692,321,2.1357,187500,NEAR OCEAN
-117.24,32.8,18,2205,661,874,580,3.8018,112500,NEAR OCEAN
-117.24,32.8,19,1863,497,868,503,2.288,210000,NEAR OCEAN
-117.24,32.8,30,1917,462,828,437,2.4671,276300,NEAR OCEAN
-117.24,32.8,29,3376,882,1513,843,3.101,238200,NEAR OCEAN
-117.25,32.81,32,2402,551,1020,532,3.3942,307400,NEAR OCEAN
-117.25,32.8,35,2281,506,1005,496,4.2296,275000,NEAR OCEAN
-117.25,32.8,26,2442,659,1134,624,3.3274,295500,NEAR OCEAN
-117.26,32.81,25,2076,586,1060,554,2.8421,227800,NEAR OCEAN
-117.26,32.81,30,1328,346,577,328,2.3284,290600,NEAR OCEAN
-117.26,32.81,37,1616,421,650,395,2.92,326500,NEAR OCEAN
-117.29,32.81,35,1878,308,598,257,6.9553,500001,NEAR OCEAN
-117.26,32.8,30,1446,385,650,344,3.744,450000,NEAR OCEAN
-117.24,32.81,33,1588,289,683,301,5.4103,332400,NEAR OCEAN
-117.24,32.81,34,2420,391,917,392,6.5881,394400,NEAR OCEAN
-117.25,32.81,39,1846,350,765,329,3.9187,311900,NEAR OCEAN
-117.27,32.84,34,1655,450,870,411,3.2109,376000,NEAR OCEAN
-117.28,32.84,41,1420,338,640,314,2.9306,360300,NEAR OCEAN
-117.27,32.83,39,1877,426,805,409,3.875,410000,NEAR OCEAN
-117.28,32.83,34,2392,653,933,619,3.7306,500000,NEAR OCEAN
-117.31,32.83,38,2367,480,891,428,4.1477,500001,NEAR OCEAN
-117.27,32.82,35,2908,595,1068,529,4.1793,500001,NEAR OCEAN
-117.27,32.82,42,2820,488,1175,500,4.5083,405200,NEAR OCEAN
-117.31,32.82,42,2785,389,833,333,11.3074,500001,NEAR OCEAN
-117.27,32.85,34,2105,444,780,406,2.3187,488900,NEAR OCEAN
-117.28,32.84,21,2455,660,1015,597,3.7596,381300,NEAR OCEAN
-117.27,32.85,26,1373,,608,268,4.425,475000,NEAR OCEAN
-117.3,32.85,28,2334,694,770,552,3.1324,500001,NEAR OCEAN
-117.23,32.81,24,3271,508,1496,482,5.9359,422200,NEAR OCEAN
-117.23,32.81,22,3205,429,1083,410,8.1844,406300,NEAR OCEAN
-117.24,32.82,20,2467,332,731,335,7.2559,392300,NEAR OCEAN
-117.25,32.84,19,1759,214,659,195,10.7751,500001,NEAR OCEAN
-117.26,32.85,30,3652,499,978,462,8.2374,500001,NEAR OCEAN
-117.25,32.83,17,2075,262,704,241,10.9529,500001,NEAR OCEAN
-117.27,32.84,26,3940,657,1180,600,6.1025,500001,NEAR OCEAN
-117.23,32.88,18,5566,1465,6303,1458,1.858,205000,NEAR OCEAN
-117.22,32.85,26,1647,261,694,259,4.6875,274400,NEAR OCEAN
-117.22,32.84,19,2691,347,1154,366,8.051,363600,NEAR OCEAN
-117.23,32.85,25,4229,601,1634,574,6.3955,316700,NEAR OCEAN
-117.21,32.86,24,3596,494,1573,492,6.5382,326000,NEAR OCEAN
-117.21,32.86,26,1352,202,654,217,5.3693,260700,NEAR OCEAN
-117.21,32.85,15,2593,521,901,456,4.2065,277800,NEAR OCEAN
-117.21,32.85,26,2012,315,872,335,5.4067,277500,NEAR OCEAN
-117.24,32.83,18,3109,501,949,368,7.4351,445700,NEAR OCEAN
-117.25,32.82,19,5255,762,1773,725,7.8013,474000,NEAR OCEAN
-117.25,32.82,23,6139,826,2036,807,9.5245,500001,NEAR OCEAN
-117.26,32.83,24,1663,199,578,187,10.7721,500001,NEAR OCEAN
-117.26,32.82,34,5846,785,1817,747,8.496,500001,NEAR OCEAN
-117.27,32.83,35,1420,193,469,177,8.0639,500001,NEAR OCEAN
-117.29,32.92,25,2355,381,823,358,6.8322,500001,NEAR OCEAN
-117.25,32.86,30,1670,219,606,202,12.4429,500001,NEAR OCEAN
-117.25,32.86,25,2911,533,1137,499,5.1023,500001,NEAR OCEAN
-117.25,32.86,27,2530,469,594,326,7.2821,500001,NEAR OCEAN
-117.26,32.85,42,1761,329,480,255,5.3787,500001,NEAR OCEAN
-117.24,32.85,18,3117,475,904,368,6.7587,388500,NEAR OCEAN
-117.24,32.85,22,3479,448,1252,440,10.0707,500001,NEAR OCEAN
-117.19,32.86,18,4231,728,2030,720,6.1805,272400,NEAR OCEAN
-117.19,32.86,19,3716,563,1788,587,5.2113,267400,NEAR OCEAN
-117.2,32.85,22,3501,631,1297,581,4.7891,295300,NEAR OCEAN
-117.2,32.85,26,2298,549,980,555,2.4207,213500,NEAR OCEAN
-117.19,32.85,15,2895,498,1164,443,5.102,417500,NEAR OCEAN
-117.23,32.87,15,2290,662,1034,594,3.0104,204200,NEAR OCEAN
-117.23,32.86,16,1675,354,604,332,5.2326,188300,NEAR OCEAN
-117.23,32.86,15,1199,301,510,296,3.6083,180100,NEAR OCEAN
-117.23,32.86,15,1703,320,587,282,5.0855,209800,NEAR OCEAN
-117.23,32.86,16,1200,468,648,443,3.045,100000,NEAR OCEAN
-117.23,32.87,11,3123,740,1223,634,5.417,196800,NEAR OCEAN
-117.21,32.86,16,2800,566,1267,518,3.2794,148600,NEAR OCEAN
-117.22,32.87,14,3512,807,1835,792,3.35,171000,NEAR OCEAN
-117.22,32.86,4,16289,4585,7604,4176,3.6287,280800,NEAR OCEAN
-117.22,32.87,5,3511,1008,1599,918,3.8542,176600,NEAR OCEAN
-117.21,32.89,14,3114,773,1592,776,3.3176,156100,NEAR OCEAN
-117.2,32.86,4,4308,1095,1923,932,3.9356,267000,NEAR OCEAN
-117.21,32.87,12,1428,303,528,269,4.1429,254400,NEAR OCEAN
-117.15,32.91,15,1613,303,702,240,4.875,169300,<1H OCEAN
-117.15,32.91,14,1259,238,889,247,4.9464,174800,<1H OCEAN
-117.16,32.91,5,1619,272,1063,296,6.0891,214600,<1H OCEAN
-117.15,32.91,10,2349,431,1598,435,4.8229,183200,<1H OCEAN
-117.15,32.9,12,1681,381,1050,362,4.2008,176100,<1H OCEAN
-117.16,32.89,5,8576,1952,5006,1827,4.3598,189100,<1H OCEAN
-117.12,32.91,8,3405,961,1742,918,2.8728,114600,<1H OCEAN
-117.13,32.91,15,1450,266,747,290,3.6111,196300,<1H OCEAN
-117.13,32.91,16,3230,579,1825,576,4.2969,151200,<1H OCEAN
-117.13,32.91,16,2715,581,1619,584,4,154700,<1H OCEAN
-117.14,32.91,14,3014,710,2165,705,3.7837,160300,<1H OCEAN
-117.14,32.9,16,3217,,2054,687,4.2234,162100,<1H OCEAN
-117.13,32.9,15,2785,644,1798,630,3.7156,175200,<1H OCEAN
-117.12,32.9,14,3249,937,1929,838,2.8588,92500,<1H OCEAN
-117.12,32.9,13,1743,363,854,353,4.6667,138200,<1H OCEAN
-117.13,32.92,16,2173,399,1460,393,4.2614,169600,<1H OCEAN
-117.13,32.92,17,1481,315,1002,300,3.6196,163400,<1H OCEAN
-117.14,32.92,7,1308,418,766,390,3.2151,106300,<1H OCEAN
-117.14,32.92,6,3069,750,1541,736,3.814,132500,<1H OCEAN
-117.14,32.92,15,3242,595,1936,593,4.9706,184700,<1H OCEAN
-117.13,32.92,16,1580,241,917,261,4.7266,191100,<1H OCEAN
-117.13,32.92,16,1565,257,893,239,5.5036,192300,<1H OCEAN
-117.13,32.94,15,4846,825,2797,823,4.9375,180400,<1H OCEAN
-117.13,32.93,16,2918,444,1697,444,5.3062,195500,<1H OCEAN
-117.14,32.93,14,1946,463,1205,390,4.2109,171200,<1H OCEAN
-117.14,32.93,12,1474,364,1009,372,4.0521,166700,<1H OCEAN
-117.14,32.93,16,2412,419,1612,422,4.5086,171100,<1H OCEAN
-117.12,32.93,7,1427,243,927,239,5.3625,218900,<1H OCEAN
-117.15,32.93,16,2718,438,1515,431,5.1433,185300,<1H OCEAN
-117.14,32.92,15,1558,314,949,332,5.2864,174400,<1H OCEAN
-117.15,32.92,16,1972,402,1377,413,4.4615,168300,<1H OCEAN
-117.15,32.92,16,2366,392,1482,407,4.9024,182900,<1H OCEAN
-117.15,32.92,16,2969,514,1594,465,4.5221,168300,<1H OCEAN
-117.18,32.92,4,15025,2616,7560,2392,5.196,210700,<1H OCEAN
-117.25,32.96,18,4773,743,1970,716,6.6199,406200,NEAR OCEAN
-117.26,32.95,15,1036,149,395,157,5.8343,500001,NEAR OCEAN
-117.26,32.95,15,1882,233,704,219,6.9794,500001,NEAR OCEAN
-117.25,32.94,16,4755,807,1829,756,6.7694,425900,NEAR OCEAN
-117.25,32.94,15,1804,339,673,296,5.9806,370500,NEAR OCEAN
-117.24,32.95,18,1591,268,547,243,5.9547,329300,NEAR OCEAN
-117.24,32.94,12,2165,437,792,386,5.2648,294400,NEAR OCEAN
-117.13,32.98,5,2276,311,1158,317,6.4321,271900,<1H OCEAN
-117.13,32.97,10,3486,469,1700,483,6.4696,249500,<1H OCEAN
-117.18,32.95,4,19001,2688,8980,2441,6.3237,260900,<1H OCEAN
-117.14,32.96,12,5949,799,2936,781,6.3721,241500,<1H OCEAN
-117.13,32.96,15,2267,292,1180,289,6.712,240200,<1H OCEAN
-117.24,32.98,4,6423,1042,2607,983,7.6348,337000,NEAR OCEAN
-117.21,32.96,3,6251,988,2330,893,8.4355,467600,NEAR OCEAN
-117.22,32.95,4,18123,3173,7301,2964,6.357,322500,NEAR OCEAN
-117.22,32.83,34,2936,597,1512,571,3.7841,176900,NEAR OCEAN
-117.22,32.83,31,3958,727,1924,728,5.4605,190200,NEAR OCEAN
-117.22,32.83,17,1124,187,553,205,5.7451,237300,NEAR OCEAN
-117.22,32.83,31,2558,512,1164,492,3.4318,200400,NEAR OCEAN
-117.22,32.82,35,756,135,423,136,3.5234,183900,NEAR OCEAN
-117.2,32.84,34,3353,544,1583,571,4.55,187700,NEAR OCEAN
-117.2,32.84,32,2033,394,989,389,3.2583,181400,NEAR OCEAN
-117.21,32.84,34,2158,366,1046,335,4.5402,182100,NEAR OCEAN
-117.2,32.83,36,1089,240,623,226,2.5909,176000,NEAR OCEAN
-117.21,32.83,36,1475,328,806,327,3.5078,166000,NEAR OCEAN
-117.21,32.83,28,3241,533,1334,513,4.1806,199600,NEAR OCEAN
-117.21,32.83,35,2259,501,1340,511,3.4482,162500,NEAR OCEAN
-117.21,32.81,33,4773,873,1954,845,4.3862,184800,NEAR OCEAN
-117.21,32.82,31,2035,383,866,360,3.8529,212000,NEAR OCEAN
-117.21,32.81,27,1318,216,495,191,5.2837,283800,NEAR OCEAN
-117.22,32.82,22,3738,795,1476,728,3.7963,303100,NEAR OCEAN
-117.22,32.81,24,730,196,335,203,3.5078,362500,NEAR OCEAN
-117.2,32.83,35,1377,350,792,313,2.8472,161400,NEAR OCEAN
-117.2,32.82,35,1217,220,643,237,3.9464,171600,NEAR OCEAN
-117.2,32.82,35,2772,537,1392,521,3.337,172300,NEAR OCEAN
-117.19,32.82,34,3850,608,1619,602,5.0465,208200,NEAR OCEAN
-117.19,32.82,35,1074,180,442,173,5.253,204000,NEAR OCEAN
-117.19,32.82,35,2197,353,945,357,4.9219,192900,NEAR OCEAN
-117.18,32.84,31,3064,575,1476,549,3.6667,175900,NEAR OCEAN
-117.18,32.84,30,2290,523,1272,472,3.5606,165100,NEAR OCEAN
-117.18,32.84,32,1351,237,823,269,4.2768,167800,NEAR OCEAN
-117.19,32.84,30,2492,406,1250,431,5.5277,197100,NEAR OCEAN
-117.19,32.84,35,2263,427,1001,408,3.875,172000,NEAR OCEAN
-117.18,32.83,23,2105,525,1218,484,3.375,184100,NEAR OCEAN
-117.19,32.83,30,2288,448,1240,469,4.0114,169800,NEAR OCEAN
-117.19,32.83,30,3225,555,1601,532,4.3317,173300,NEAR OCEAN
-117.17,32.83,24,3541,530,1591,530,5.3538,212500,NEAR OCEAN
-117.17,32.82,24,1623,417,911,397,2.7401,198100,NEAR OCEAN
-117.17,32.82,21,2869,596,1471,577,3.0375,197600,NEAR OCEAN
-117.18,32.83,27,2346,399,1105,373,4.2708,182800,NEAR OCEAN
-117.18,32.83,31,1772,353,1090,350,3.9265,162000,NEAR OCEAN
-117.16,32.82,28,2291,371,1098,382,4.6875,188000,NEAR OCEAN
-117.17,32.81,26,2424,388,974,375,4.739,184100,NEAR OCEAN
-117.17,32.81,26,788,127,346,125,5.0603,185700,NEAR OCEAN
-117.18,32.81,19,6823,1509,3784,1509,3.1032,179500,NEAR OCEAN
-117.17,32.82,24,1569,377,715,321,3.1146,187500,NEAR OCEAN
-117.16,32.81,14,4328,1100,2046,1044,2.2899,159000,NEAR OCEAN
-117.16,32.81,35,1213,200,532,181,3.6806,172400,NEAR OCEAN
-117.16,32.8,37,422,79,211,80,3.0625,159700,NEAR OCEAN
-117.16,32.8,22,2259,634,1213,601,2.5,177800,NEAR OCEAN
-117.16,32.81,34,2275,375,1021,379,3.6371,176300,NEAR OCEAN
-117.17,32.81,33,3064,506,1355,488,4.22,178700,NEAR OCEAN
-117.14,32.83,25,2161,462,896,468,2.2284,177500,NEAR OCEAN
-117.18,32.82,25,1756,301,722,312,4.5625,162300,NEAR OCEAN
-117.18,32.81,28,3436,537,1503,498,4.7679,204000,NEAR OCEAN
-117.19,32.81,33,5226,833,2221,839,5.1491,207000,NEAR OCEAN
-117.18,32.8,10,3821,631,1605,609,5.5454,217100,NEAR OCEAN
-117.18,32.8,30,2456,390,1022,393,3.8542,198500,NEAR OCEAN
-117.18,32.79,30,5201,1104,2961,1064,3.2661,140400,NEAR OCEAN
-117.17,32.79,44,2262,647,3009,657,2.2663,123600,NEAR OCEAN
-117.17,32.79,43,1269,297,946,285,2.1447,133300,NEAR OCEAN
-117.16,32.8,25,1399,329,1308,355,2.5682,187500,NEAR OCEAN
-117.17,32.8,20,2827,554,1822,536,3.4706,157600,NEAR OCEAN
-117.15,32.8,27,1937,537,1211,482,2.75,87500,NEAR OCEAN
-117.15,32.8,23,2395,476,2284,488,3.7292,146300,NEAR OCEAN
-117.16,32.78,24,3566,765,1697,722,3.6375,178600,NEAR OCEAN
-117.16,32.79,32,1731,413,1569,427,3.3375,154300,NEAR OCEAN
-117.17,32.78,17,3845,1051,3102,944,2.3658,164100,NEAR OCEAN
-117.16,32.78,34,2515,488,1594,515,3.7381,165000,NEAR OCEAN
-117.17,32.78,42,1104,305,892,270,2.2768,145200,NEAR OCEAN
-117.17,32.77,35,1399,274,695,281,3.767,166800,NEAR OCEAN
-117.17,32.77,6,3856,875,1547,816,4.5481,164800,NEAR OCEAN
-117.18,32.77,16,2374,780,913,705,2.7386,87500,NEAR OCEAN
-117.18,32.76,8,3694,997,1297,807,3.6492,158900,NEAR OCEAN
-117.18,32.76,17,711,254,327,227,2.6493,67500,NEAR OCEAN
-117.18,32.78,21,4185,1018,3122,993,3.0481,210000,NEAR OCEAN
-117.18,32.77,23,1215,225,592,224,3.4,200600,NEAR OCEAN
-117.21,32.81,26,2496,407,1062,380,5.5413,302100,NEAR OCEAN
-117.2,32.8,34,4854,912,2089,854,3.8542,200000,NEAR OCEAN
-117.2,32.79,16,2079,394,746,383,5.0958,300000,NEAR OCEAN
-117.2,32.8,33,2573,436,1084,443,4.2417,294100,NEAR OCEAN
-117.21,32.8,34,1398,222,532,244,3.7102,289600,NEAR OCEAN
-117.19,32.8,16,2593,794,1235,684,3.1304,166300,NEAR OCEAN
-117.2,32.8,36,4018,1067,1620,842,2.3599,168400,NEAR OCEAN
-117.19,32.79,36,1514,258,665,278,3.8571,235100,NEAR OCEAN
-117.19,32.79,35,1788,378,777,374,3.3713,238400,NEAR OCEAN
-117.2,32.79,31,3417,533,1245,532,4.7788,276000,NEAR OCEAN
-117.2,32.79,29,1213,,654,246,4.5987,255600,NEAR OCEAN
-117.2,32.79,34,757,212,409,222,3.2312,192200,NEAR OCEAN
-117.19,32.78,34,4108,664,1659,644,4.4097,252000,NEAR OCEAN
-117.2,32.78,38,2662,498,1132,496,4.0057,241600,NEAR OCEAN
-117.19,32.77,30,2747,640,3185,657,3.765,238000,NEAR OCEAN
-117.19,32.77,16,3273,670,1305,671,4.1368,151000,NEAR OCEAN
-117.19,32.77,9,634,152,248,133,3.8571,143800,NEAR OCEAN
-117.19,32.77,14,3575,992,1645,839,2.4397,140600,NEAR OCEAN
-117.2,32.77,30,156,45,77,40,3.2679,137500,NEAR OCEAN
-117.2,32.77,31,1952,471,936,462,2.8621,196900,NEAR OCEAN
-117.15,32.81,34,1629,318,900,282,3.1458,178300,NEAR OCEAN
-117.15,32.8,41,1413,261,1070,259,2.3578,166700,NEAR OCEAN
-117.14,32.8,41,2423,469,1813,466,2.1157,156900,NEAR OCEAN
-117.14,32.8,33,2670,435,1256,431,3.9417,179800,NEAR OCEAN
-117.14,32.8,35,1267,212,710,204,2.5368,169600,NEAR OCEAN
-117.14,32.79,35,3578,582,1568,553,4.7813,188600,NEAR OCEAN
-117.15,32.78,25,1577,266,611,284,5.25,205100,NEAR OCEAN
-117.14,32.79,31,984,161,422,158,5.282,183000,NEAR OCEAN
-117.13,32.81,19,2157,554,1349,535,2.7652,177400,NEAR OCEAN
-117.14,32.81,34,1748,294,800,294,4.4886,179100,NEAR OCEAN
-117.13,32.8,15,1606,375,784,342,3.7237,108300,NEAR OCEAN
-117.13,32.8,33,2731,456,1263,445,4.5568,175300,NEAR OCEAN
-117.12,32.8,29,2863,534,1392,522,3.8719,174200,NEAR OCEAN
-117.13,32.81,26,2119,444,1202,440,3.2308,166500,NEAR OCEAN
-117.12,32.8,31,1727,342,879,345,3.8125,166300,NEAR OCEAN
-117.13,32.8,35,2129,382,1044,350,3.9732,174900,NEAR OCEAN
-117.13,32.79,35,1458,262,723,257,4.2098,174100,NEAR OCEAN
-117.13,32.79,35,1362,243,698,255,3.6458,173800,NEAR OCEAN
-117.12,32.78,4,2782,817,1309,787,4.2621,124200,NEAR OCEAN
-117.15,32.77,16,2056,631,847,569,2.9576,92200,NEAR OCEAN
-117.09,32.81,7,6100,1185,2710,1040,5.5673,288200,NEAR OCEAN
-117.11,32.82,16,3980,682,3174,647,2.6607,175000,NEAR OCEAN
-117.11,32.82,17,1787,330,1341,314,2.875,112500,NEAR OCEAN
-117.11,32.81,15,3428,491,2303,486,2.5953,67500,NEAR OCEAN
-117.11,32.8,17,3890,586,2791,595,3.2197,67500,NEAR OCEAN
-117.09,32.8,15,666,152,247,164,2.15,131300,NEAR OCEAN
-117.11,32.84,16,4608,629,2020,636,6.04,243000,<1H OCEAN
-117.11,32.82,16,4241,892,1771,864,4.375,166500,NEAR OCEAN
-117.1,32.83,16,1049,154,467,160,6.2047,248100,<1H OCEAN
-117.1,32.83,16,4214,744,1820,699,4.3783,179500,<1H OCEAN
-117.09,32.83,15,4138,636,2001,677,4.8419,264000,<1H OCEAN
-117.08,32.82,16,1787,236,770,228,7.1298,278600,<1H OCEAN
-117.08,32.82,10,5177,856,2190,816,5.9734,271700,<1H OCEAN
-117.08,32.83,7,13703,2352,4446,1856,6.4335,260600,<1H OCEAN
-117.04,32.83,8,2205,348,777,341,6.0266,177400,<1H OCEAN
-117.07,32.91,5,2234,256,894,253,10.3354,477600,<1H OCEAN
-117.04,32.9,6,6525,826,3146,806,9.2858,436100,<1H OCEAN
-117.08,32.8,25,2963,552,1162,556,3.625,184500,NEAR OCEAN
-117.09,32.79,20,2183,534,999,496,2.8631,169700,NEAR OCEAN
-117.09,32.8,36,2163,367,915,360,4.7188,174100,NEAR OCEAN
-117.08,32.8,32,1587,268,635,249,3.375,178100,NEAR OCEAN
-117.11,32.79,16,2574,771,1129,721,3.3849,96900,NEAR OCEAN
-117.11,32.79,16,1791,518,1006,491,3.5179,129300,NEAR OCEAN
-117.11,32.78,16,2470,830,1170,724,3.5562,73500,NEAR OCEAN
-117.11,32.78,16,2220,512,930,527,3.6528,133200,NEAR OCEAN
-117.09,32.79,36,1529,266,683,260,4.0982,171200,NEAR OCEAN
-117.09,32.79,36,1936,345,861,343,3.8333,170000,NEAR OCEAN
-117.09,32.79,31,2019,417,872,386,3.1964,177700,NEAR OCEAN
-117.09,32.78,28,1708,393,816,393,2.9881,165300,NEAR OCEAN
-117.07,32.8,31,2550,395,1017,405,5.1488,181000,<1H OCEAN
-117.07,32.8,36,2028,349,820,352,3.9828,168900,<1H OCEAN
-117.07,32.79,36,3583,642,1711,602,3.9745,170800,NEAR OCEAN
-117.07,32.8,23,2698,410,1094,411,5.1782,195100,<1H OCEAN
-117.07,32.81,15,2000,402,778,369,4.3594,224200,<1H OCEAN
-117.06,32.81,17,3939,550,1694,553,6.7927,234700,<1H OCEAN
-117.05,32.81,17,1885,292,771,301,5.6402,228600,<1H OCEAN
-117.05,32.8,17,1475,308,549,293,3.7167,180400,<1H OCEAN
-117.06,32.8,17,2247,340,973,318,5.5,222000,<1H OCEAN
-117.07,32.79,25,2489,314,911,309,7.8336,277600,NEAR OCEAN
-117.07,32.78,26,3725,623,1516,627,4.7143,268300,NEAR OCEAN
-117.08,32.78,21,2919,496,984,443,4.625,222800,NEAR OCEAN
-117.04,32.79,23,2491,350,863,348,6.7196,306800,<1H OCEAN
-117.04,32.8,25,2504,345,1067,350,5.7416,243400,<1H OCEAN
-117.05,32.8,16,1561,378,574,350,3.0035,94600,<1H OCEAN
-117.05,32.8,25,1905,250,865,253,6.4797,249000,<1H OCEAN
-117.05,32.8,23,3309,401,1116,386,7.916,330600,<1H OCEAN
-117.06,32.79,17,2524,332,771,317,8.7604,331800,<1H OCEAN
-117.06,32.79,21,3787,492,1246,457,9.6023,391300,<1H OCEAN
-117.06,32.78,31,2485,436,942,448,4.8,220800,NEAR OCEAN
-117.02,32.8,27,2369,370,927,374,4.1162,177200,<1H OCEAN
-117.03,32.79,26,3859,513,1469,538,5.8683,220500,<1H OCEAN
-117.03,32.8,19,3866,775,1554,703,4.3281,220000,<1H OCEAN
-117.04,32.8,11,1802,440,630,428,2.0337,146700,<1H OCEAN
-117.01,32.8,17,1042,210,650,215,3.1,84200,<1H OCEAN
-117.01,32.8,17,1558,479,803,431,2.6934,160200,<1H OCEAN
-117.01,32.8,20,2705,545,1198,497,3.7159,168900,<1H OCEAN
-117.01,32.79,33,4015,663,1864,664,4.3152,159300,<1H OCEAN
-117.02,32.8,29,1232,243,665,247,3.65,168900,<1H OCEAN
